openoffice.org 1 267804
redhat.com 2 42149
gmail.com 3 16176
collabora.com 4 9496
collabora.co.uk 5 6384
peralex.com 6 6212
suse.cz 7 5052
suse.com 8 4410
googlemail.com 9 4147
novell.com 10 4136
